2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,8,CUAUHTÉMOC,1,SAN PEDRO PIEDRA GORDA,32ECB0016K,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,COLONIA POTRERILLOS,,NINGUNO,NINGUNO,,98680,,,,23,13,10,14,6,8,305,152,153,9,8,8,2,1,31,28,28,2034,-102.346514,22.449504,-102:20:47.452,26:58.2
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,11,TRINIDAD GARCÍA DE LA CADENA,1,TRINIDAD GARCÍA DE LA CADENA,32ECB0017J,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,FRANCISCO GARCIA SALINAS,,NINGUNO,NINGUNO,,99830,,9690086,,16,7,9,8,3,5,124,68,56,4,7,7,3,1,43,5,38,1735,-103.465508,21.203223,-103:27:55.827,12:11.6
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,12,GENARO CODINA,1,GENARO CODINA,32ECB0018I,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,GENARO CODINA,,NINGUNO,NINGUNO,,98660,,9483089,,20,12,8,12,8,4,269,150,119,9,9,9,0,0,9,0,5,2154,-102.45428,22.48856,-102:27:15.408,29:18.8
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,13,GENERAL ENRIQUE ESTRADA,1,GENERAL ENRIQUE ESTRADA,32ECB0019H,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,CALLE NARDOS COLONIA JARDINES,,NINGUNO,NINGUNO,,98560,,9852019,,32,15,17,18,10,8,502,248,254,14,11,11,3,2,44,0,38,2149,-102.74292,23.00054,-102:44:34.512,00:01.9
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,15,EL PLATEADO DE JOAQUÍN AMARO,1,EL PLATEADO DE JOAQUÍN AMARO,32ECB0020X,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,CALLE ALDAMA,,NINGUNO,NINGUNO,,99590,,60049,,8,2,6,5,1,4,48,20,28,3,3,3,0,1,19,2,17,2371,-103.093498,21.936211,-103:05:36.593,56:10.4
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,24,LORETO,1,LORETO,32ECB0022V,MATUTINO,URBANA,LUIS DE LA ROSA OTEIZA,PÚBLICO,ADELA SANDOVAL,,NINGUNO,NINGUNO,,98800,,,,81,36,45,43,15,28,1400,680,720,33,33,33,3,3,129,110,112,2029,-101.97407,22.27116,-101:58:26.652,16:16.2
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,25,LUIS MOYA,1,LUIS MOYA,32ECB0023U,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,MORELOS,,NINGUNO,NINGUNO,,98770,,9870044,,23,10,13,15,6,9,324,160,164,10,13,11,1,2,25,18,18,1983,-102.249953,22.435181,-102:14:59.831,26:06.7
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,28,MEZQUITAL DEL ORO,1,MEZQUITAL DEL ORO,32ECB0024T,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,HACIENDA DEL COBRE,,NINGUNO,NINGUNO,,99860,,9528315,,15,4,11,7,1,6,121,58,63,3,3,3,0,1,42,0,40,1204,-103.362701,21.216804,-103:21:45.723,13:00.5
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,29,MIGUEL AUZA,1,MIGUEL AUZA,32ECB0025S,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,PROLONGACION CONSTITUCION,,NINGUNO,NINGUNO,,98330,,40122,,42,13,29,22,7,15,650,332,318,16,18,15,3,2,39,32,32,1963,-103.436478,24.283335,-103:26:11.319,17:00.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,32,MORELOS,1,MORELOS,32ECB0026R,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,ALDAMA 101,,NINGUNO,NINGUNO,,98100,,9310557,,29,13,16,15,10,5,388,209,179,12,12,12,1,1,22,16,16,2308,-102.612217,22.864854,-102:36:43.981,51:53.5
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,35,NORIA DE ÁNGELES,9,IGNACIO ZARAGOZA (SAN DIEGO),32ECB0027Q,MATUTINO,RURAL,COLEGIO DE BACHILLERES,PÚBLICO,AVENIDA COLEGIO DE BACHILLERES,,NINGUNO,NINGUNO,,98890,,,,42,18,24,25,13,12,607,265,342,17,17,17,1,0,36,30,30,2143,-101.826667,22.337778,-101:49:36.000,20:16.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,37,PÁNUCO,16,POZO DE GAMBOA,32ECB0028P,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,EMILIANO ZAPATA,,NINGUNO,NINGUNO,,98540,,9487278,,29,8,21,15,5,10,430,213,217,11,10,10,0,1,49,44,44,2259,-102.567812,22.943567,-102:34:04.123,56:36.8
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,42,SOMBRERETE,1,SOMBRERETE,32ECB0029O,MATUTINO,URBANA,COLEGIO DE BACHILLERES PLANTEL SOMBRERETE,PÚBLICO,CALLE MIGUEL HIDALGO COLONIA LA BLANCA,,NINGUNO,NINGUNO,,99100,,4339350,,47,22,25,28,13,15,589,291,298,21,22,22,3,0,48,30,37,2292,-103.88664,23.47757,-103:53:11.904,28:39.3
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,58,SANTA MARÍA DE LA PAZ,1,SANTA MARÍA DE LA PAZ,32ECB0030D,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,AVENIDA IGNACIO ALLENDE,,NINGUNO,NINGUNO,,99809,,9576080,,15,4,11,8,2,6,120,60,60,4,5,5,2,1,24,18,20,1924,-103.40682,21.511611,-103:24:24.552,30:41.8
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,52,VILLA GARCÍA,1,VILLA GARCÍA,32ECB0031C,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,PROLONGACION GUADALUPE,,NINGUNO,NINGUNO,,98900,,8513102,,40,14,26,23,7,16,645,319,326,17,17,17,4,2,23,15,15,2100,-101.95537,22.15677,-101:57:19.332,09:24.4
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,49,VALPARAÍSO,1,VALPARAÍSO,32ECB0032B,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,SAN AGUSTIN,,NINGUNO,NINGUNO,,99200,,60439,,38,18,20,23,10,13,488,280,208,18,18,18,0,1,20,13,13,1889,-103.576361,22.770509,-103:34:34.901,46:13.8
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,17,GUADALUPE,1,GUADALUPE,32ECB0033A,MATUTINO,URBANA,COLEGIO DE BACHILLERES VICTOR ROSALES,PÚBLICO,VENUSTIANO CARRANZA,,NINGUNO,NINGUNO,,98600,,9277980,,69,31,38,36,16,20,1052,542,510,28,19,19,1,2,82,66,66,2279,-102.50631,22.75268,-102:30:22.716,45:09.6
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,21,JIMÉNEZ DEL TEUL,1,JIMÉNEZ DEL TEUL,32ECB0034Z,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,RAMON LOPEZ VELARDE,,NINGUNO,NINGUNO,,99280,,9883253,,14,5,9,8,4,4,183,84,99,6,7,7,1,1,38,21,35,1900,-103.797743,23.256908,-103:47:51.873,15:24.9
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,31,MONTE ESCOBEDO,47,LAGUNA GRANDE,32ECB0035Z,MATUTINO,RURAL,COLEGIO DE BACHILLERES,PÚBLICO,CALLE PARROQUIA,,NINGUNO,NINGUNO,,99420,,,,10,4,6,5,3,2,81,34,47,3,3,3,0,0,19,1,18,2132,-103.502778,22.441944,-103:30:10.000,26:31.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,56,ZACATECAS,1,ZACATECAS,32ECB0036Y,MATUTINO,URBANA,COLEGIO DE BACHILLERES ROBERTO CABRAL DEL HOYO,PÚBLICO,HEROES DE LA REVOLUCION LA ESCONDIDA,,NINGUNO,NINGUNO,,98000,,9248574,,76,37,39,41,20,21,764,414,350,28,23,20,2,4,48,12,36,2423,-102.60925,22.77457,-102:36:33.300,46:28.5
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,51,VILLA DE COS,8,GONZÁLEZ ORTEGA (BAÑÓN),32ECB0037X,MATUTINO,URBANA,COLEGIO DE BACHILLERES,PÚBLICO,CARRETERA A FRESNILLO,,NINGUNO,NINGUNO,,98471,,,,16,5,11,9,3,6,234,122,112,7,8,8,0,1,17,10,14,2033,-102.479513,23.177486,-102:28:46.247,10:38.9
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,39,RÍO GRANDE,12,EL FUERTE,32ECB0038W,MATUTINO,RURAL,COLEGIO DE BACHILLERES PLANTEL EL FUERTE,PÚBLICO,EL FUERTE,,NINGUNO,NINGUNO,,98400,,9826347,,16,4,12,8,3,5,252,113,139,7,9,9,0,0,35,31,31,1932,-103.121667,23.854167,-103:07:18.000,51:15.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,57,TRANCOSO,1,TRANCOSO,32ECB0039V,MATUTINO,URBANA,COLEGIO DE BACHILLERES PLANTEL TRANCOSO,PÚBLICO,DE LA CRUZ,,NINGUNO,NINGUNO,,98640,,9313167,,19,11,8,12,6,6,300,156,144,9,9,9,0,0,15,3,12,2192,-102.3691,22.7364,-102:22:08.760,44:11.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,51,VILLA DE COS,25,CHAPARROSA,32ECB0040K,MATUTINO,URBANA,COLEGIO DE BACHILLERES PLANTEL CHAPARROSA,PÚBLICO,AVENIDA ALAMOS,,NINGUNO,NINGUNO,,98471,,,,12,3,9,6,2,4,163,91,72,5,5,5,0,0,14,12,12,1984,-102.28065,23.08943,-102:16:50.340,05:21.9
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,44,TABASCO,58,SANTIAGO EL CHIQUE (EL CHIQUE),32EBH0039Q,MATUTINO,RURAL,GENARO CODINA,PÚBLICO,LEONA VICARIO,,NINGUNO,NINGUNO,,99631,,9648148,prepaelchique@hotmail.com,9,4,5,6,3,3,119,53,66,3,4,4,1,0,21,0,20,1648,-102.886111,22.005,-102:53:10.000,00:18.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,18,HUANUSCO,1,HUANUSCO,32EBH0040F,MATUTINO,URBANA,LIC. AGUSTIN YAÑEZ,PÚBLICO,CARRETERA GUADALAJARA SALTILLO KILOMETRO 176,,NINGUNO,NINGUNO,,99670,,9570789,preparatoriahuanusco@hotmail.com,8,4,4,6,2,4,77,42,35,3,5,5,0,0,22,1,21,1502,-102.9707,21.76119,-102:58:14.520,45:40.3
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,41,EL SALVADOR,1,EL SALVADOR,32EBH0041E,MATUTINO,URBANA,FELIX U GÓMEZ,PÚBLICO,CALLE SIMON BOLIVAR,,NINGUNO,NINGUNO,,98290,,4174329,felix_ugomez@gotmail.com,7,2,5,5,2,3,49,29,20,3,4,4,0,0,12,0,10,1712,-100.86604,24.51678,-100:51:57.744,31:00.4
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,10,FRESNILLO,134,RAFAEL YÁÑEZ SOSA (EL MEZQUITE),32EBH0042D,MATUTINO,RURAL,FRANCISCO GOITIA,PÚBLICO,RAFAEL YAÑEZ SOSA,,NINGUNO,NINGUNO,,99180,,,prepeamezquite@hotmail.com,9,5,4,7,5,2,155,88,67,6,6,4,0,0,1,0,0,2084,-102.610278,23.328333,-102:36:37.000,19:42.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,17,GUADALUPE,43,ZÓQUITE,32EBH0043C,MATUTINO,URBANA,JESÚS REYES HEROLES,PÚBLICO,BENITO JUAREZ,,NINGUNO,NINGUNO,,98631,,1540990,prepazoquite@hotmail.com,10,5,5,7,3,4,104,58,46,3,5,5,0,0,21,19,19,2165,-102.41656,22.78359,-102:24:59.616,47:00.9
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,17,GUADALUPE,29,SAN JERÓNIMO,32EBH0044B,MATUTINO,URBANA,DANIEL CAMARENA,PÚBLICO,AVENIDA FRANCISO I. MADERO,,NINGUNO,NINGUNO,,98650,,9259459,prepasanjeronimo@hotmail.com,12,6,6,9,5,4,121,71,50,5,5,5,0,0,22,20,20,2274,-102.48657,22.65052,-102:29:11.652,39:01.9
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,34,NOCHISTLÁN DE MEJÍA,187,TLACHICHILA,32EBH0045A,MATUTINO,RURAL,GENARO CODINA,PÚBLICO,JOSE LUIS B. OROPEZA,,NINGUNO,NINGUNO,,99918,,7876560,prepatlachis@hotmail.com,9,4,5,7,3,4,88,54,34,3,7,7,0,0,30,12,29,2198,-102.785833,21.556944,-102:47:09.000,33:25.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,17,GUADALUPE,1,GUADALUPE,32ECB0042I,VESPERTINO,URBANA,PROFRA. ANA MARÍA YRMA MALDONADO PINEDO,PÚBLICO,CALLE CIRCUITO NORIA COLONIA VILLAS DE GUADALUPE,,CIRCUITO NORIA,NUESTRA SEÑORA DE LA ASUNCION,,98615,,,cobach_40@hotmail.com,17,7,10,8,5,3,104,48,56,4,8,6,0,0,0,0,0,2279,-102.537161,22.766561,-102:32:13.780,45:59.6
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,38,PINOS,125,PEDREGOSO,32EMS0001P,MATUTINO,URBANA,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,PEDREGOSO,,NINGUNO,NINGUNO,,98959,,1009000,,12,7,5,8,4,4,233,105,128,7,7,7,0,0,16,11,13,2179,-101.75207,22.253189,-101:45:07.451,15:11.5
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,10,FRESNILLO,414,BUENAVISTA DE TRUJILLO,32EMS0002O,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,CALLE DE LA PREPA BUENAVISTA DE TRUJILLO,,NINGUNO,NINGUNO,,99000,,9354212,,10,4,6,6,2,4,224,123,101,6,6,6,0,1,13,11,11,2105,-103.19,23.151944,-103:11:24.000,09:07.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,38,PINOS,59,ESPÍRITU SANTO,32EMS0003N,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,PASEO DE LA PRESA,,NINGUNO,NINGUNO,,98930,,1165201,,9,3,6,5,2,3,158,83,75,5,4,4,1,0,12,10,10,2019,-101.440833,22.602222,-101:26:27.000,36:08.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,35,NORIA DE ÁNGELES,10,MARAVILLAS,32EMS0004M,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,MARAVILLAS,,NINGUNO,NINGUNO,,98800,,1051096,,11,2,9,7,0,7,239,131,108,6,6,6,1,0,15,13,13,2050,-102.017778,22.399444,-102:01:04.000,23:58.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,49,VALPARAÍSO,59,LOBATOS,32EMS0005L,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,JOAQUIN AMARO,,NINGUNO,NINGUNO,,99230,,6860077,,9,3,6,5,2,3,92,51,41,3,3,3,0,1,36,34,34,2013,-103.406111,22.825556,-103:24:22.000,49:32.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,14,GENERAL FRANCISCO R. MURGUÍA,23,LA LAGUNA (LA LAGUNA VALENCIANA),32EMS0006K,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,INSURGENTES,,NINGUNO,NINGUNO,,98369,,4880045,,9,5,4,5,4,1,146,79,67,3,3,3,1,0,13,12,12,2037,-103.181667,24.213889,-103:10:54.000,12:50.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,51,VILLA DE COS,20,LA COLORADA [ESTACIÓN DE FERROCARRIL],32EMS0007J,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,LA COLORADA (ESTACION LA COLORADA),,NINGUNO,NINGUNO,,98430,,,,9,3,6,5,2,3,90,41,49,3,3,3,1,0,16,9,15,1947,-102.471944,23.809444,-102:28:19.000,48:34.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,10,FRESNILLO,84,EL CENTRO,32EMS0010X,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,DOMICILIO CONOCIDO,,NINGUNO,NINGUNO,,98150,,,,9,6,3,5,3,2,103,49,54,3,3,3,0,0,9,8,8,2206,-103.305556,23.3875,-103:18:20.000,23:15.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,38,PINOS,22,BUENAVISTA,32EMS0012V,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,BUENAVISTA,,NINGUNO,NINGUNO,,98979,,,,9,2,7,5,1,4,135,72,63,4,3,3,0,0,9,0,7,2179,-101.733611,22.042222,-101:44:01.000,02:32.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,26,MAZAPIL,4,APIZOLAYA,32EMS0013U,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,DOMICILIO CONOCIDO APIZOLAYA,,NINGUNO,NINGUNO,,98230,,,,7,2,5,5,2,3,45,17,28,3,3,3,1,0,12,3,11,1840,-102.275278,24.815278,-102:16:31.000,48:55.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,26,MAZAPIL,101,SAN TIBURCIO,32EMS0014T,MATUTINO,RURAL,CENTRO DE SERVICIOS DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA,PÚBLICO,SAN TIBURCIO,,NINGUNO,NINGUNO,,98230,,4243031,,7,3,4,5,2,3,94,40,54,3,4,4,1,0,11,10,10,1888,-101.485,24.146389,-101:29:06.000,08:47.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,56,ZACATECAS,1,ZACATECAS,32PBH0053P,MATUTINO,URBANA,"COLEGIO FEDERICO FROEBEL DE ZACATECAS, A. C.",PRIVADO,AVENIDA INSURGENTES Y CALLEJON DEL PROGRESO 108,,AVENIDA MORELOS,CALLE VENTURA SALAZAR,,98000,,9220491,jgbalta15@yahoo.com,9,5,4,8,4,4,26,17,9,3,3,3,1,1,19,4,15,2423,-102.572808,22.769434,-102:34:22.109,46:10.0
2014-2015,EDUCACIÓN MEDIA SUPERIOR,BACHILLERATO,BACHILLERATO GENERAL,32,ZACATECAS,17,GUADALUPE,1,GUADALUPE,32PBH0056M,MATUTINO,URBANA,CENTRO ESCOLAR LANCASTER DE ZACATECAS,PRIVADO,CALZADA PEDRO CORONEL,,AVENIDA MEXICO,SOLIDARIDAD,,98619,,9233298,dirgen_celz@hotmail.com,15,9,6,10,4,6,48,19,29,3,3,3,1,1,28,17,17,2279,-102.533809,22.764943,-102:32:01.711,45:53.8
